prod_name,spec_list,review_score,review_count,lowest_price,prod_img
레노버 LOQ Tower 17IRB8 i5,i5-13400 / UHD 그래픽스 730 / (인텔) B760 / OS미포함 / 500W / 인텔 / 코어 13세대 / 코어i5 / 랩터레이크 / DDR4 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 802.11ax(Wi-Fi 6) 무선 / 블루투스 / HDMI / D-SUB / USB3.x 10Gbps / USB3.x 5Gbps / USB C타입 5Gbps / 파워서플라이 / 미들타워 / 8.4kg / 용도 : 사무/인강용,5.0,3,587010,https://img.danawa.com/prod_img/500000/100/573/img/19573100_1.jpg?shrink=130:130&_v=20230712153336
HP S01-PF4001KL-Win11Pro,i3-14100 / UHD 그래픽스 730 / (인텔) H670 / 윈도우11 프로 / 180W / 인텔 / 코어 14세대 / 코어i3 / 랩터레이크-R / DDR4 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 802.11ac(Wi-Fi 5) 무선 / 블루투스 / HDMI / D-SUB / USB3.x 5Gbps / 파워서플라이 / 슬림 / 3.02kg / 용도 : 사무/인강용 / 구성변경상품,5.0,3,560050,https://img.danawa.com/prod_img/500000/721/611/img/41611721_1.jpg?shrink=130:130&_v=20241227112636
APPLE 맥미니 M4 MU9D3KH/A,M4 10 core / Mac OS Sequoia / 애플(ARM) / M4시리즈 / M4 / 애플 뉴럴엔진 / 16GB / SSD / 256GB / APPLE / 스피커 내장형 / 1Gbps 유선 / 802.11ax(Wi-Fi 6E) 무선 / 블루투스 / HDMI / DP Alt Mode / USB3.x 10Gbps / USB C타입 40Gbps / USB C타입 10Gbps / 썬더볼트4 / 미니PC / 0.67kg / 용도 : 사무/인강용,4.9,25,823640,https://img.danawa.com/prod_img/500000/545/152/img/70152545_1.jpg?shrink=130:130&_v=20250730073105
피씨스토어 화이트 어항 PC 7500F RTX5060 360,7500F / RTX 5060 / (AMD) B650 / OS미포함 / 750W / AMD / 라이젠 7000시리즈 / 라이젠5 / 라파엘 / DDR5 / 32GB / M.2 / 500GB / NVIDIA / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,5.0,4,1373680,https://img.danawa.com/prod_img/500000/020/826/img/29826020_1.jpg?shrink=130:130&_v=20250910123819
포유컴퓨터 퍼포먼스PC 37 R5 5600 RTX5060,5600 / RTX 5060 / (AMD) A520 / OS미포함 / 600W / AMD / 라이젠 5000시리즈 / 라이젠5 / 버미어 / DDR4 / 16GB / M.2 / 500GB / NVIDIA / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,5.0,5,874910,https://img.danawa.com/prod_img/500000/784/779/img/20779784_1.jpg?shrink=130:130&_v=20250910143922
LG전자 24VD70T-GX50K Win11Home,i5-1334U / Iris Xe 그래픽스 / 윈도우11 / 인텔 / 코어 13세대 / 코어i5 / 랩터레이크 / DDR5 / 8GB / M.2 / 256GB / 화면크기 : 60.4cm(24인치) / 1920x1080 / 눈부심방지 / 광시야각 / 틸트(상하) / 스피커 내장형 / 1Gbps 유선 / 802.11ax(Wi-Fi 6) 무선 / 블루투스 / USB3.x 10Gbps / USB C타입 10Gbps / 웹캠 / 마이크 내장 / DC / 일체형 / 5.8kg / 용도 : 사무/인강용 / 구성변경상품,4.0,1,898990,https://img.danawa.com/prod_img/500000/301/156/img/76156301_1.jpg?shrink=130:130&_v=20250214125146
레노버 LOQ Tower 17IRB-I514S2-WIN11,i5-14400 / UHD 그래픽스 730 / (인텔) B760 / 윈도우11 프로 / 500W / 인텔 / 코어 14세대 / 코어i5 / 랩터레이크-R / DDR4 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 802.11ax(Wi-Fi 6) 무선 / 블루투스 / HDMI / D-SUB / USB3.x 10Gbps / USB3.x 5Gbps / USB C타입 5Gbps / 파워서플라이 / 미들타워 / 8.4kg / 용도 : 사무/인강용 / 구성변경상품,0.0,0,777300,https://img.danawa.com/new/noData/img/noImg_160.gif
삼성전자 데스크탑 Tower DM500TGZ-AI5S1T2-Win11,i5-14400 / UHD 그래픽스 730 / (인텔) H670 / 윈도우11 프로 / 500W / 인텔 / 코어 14세대 / 코어i5 / 랩터레이크-R / DDR5 / 8GB / HDD:2TB / M.2 / 1TB / INTEL / 1Gbps 유선 / 802.11ax(Wi-Fi 6) 무선 / 블루투스 / HDMI / USB3.x 10Gbps / USB C타입 5Gbps / 파워서플라이 / 미들타워 / 용도 : 사무/인강용 / 구성변경상품,0.0,0,1035000,https://img.danawa.com/new/noData/img/noImg_160.gif
HP 옴니데스크 M03-0000kr Win11Pro,265 / 인텔 그래픽스 / 윈도우11 프로 / 400W / 인텔 / 코어울트라 시리즈2 / 코어 울트라7 / 애로우레이크 / 인텔 AI Boost / 13TOPS / DDR5 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 802.11ax(Wi-Fi 6E) 무선 / 블루투스 / HDMI / DP포트 / USB3.x 10Gbps / USB3.x 5Gbps / USB C타입 10Gbps / USB C타입 5Gbps / 파워서플라이 / 미니타워 / 5.34kg / 구성변경상품,0.0,0,1139160,https://img.danawa.com/new/noData/img/noImg_160.gif
레노버 아이디어센터 Tower 08IRR9 90XS002CKA Win11Pro,i5-14400 / UHD 그래픽스 730 / (인텔) B760 / 윈도우11 프로 / 310W / 인텔 / 코어 14세대 / 코어i5 / 랩터레이크-R / DDR5 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 802.11ax(Wi-Fi 6) 무선 / 블루투스 / HDMI / D-SUB / USB3.x 5Gbps / USB C타입 5Gbps / 파워서플라이 / 슬림 / 용도 : 사무/인강용 / 구성변경상품,0.0,0,679000,https://img.danawa.com/new/noData/img/noImg_160.gif
레노버 씽크센터 M80q Gen 4 Tiny 12E90004KR,i5-13500T / UHD 그래픽스 770 / (인텔) Q670 / OS미포함 / 인텔 / 코어 13세대 / 코어i5 / 랩터레이크 / DDR5 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 802.11ax(Wi-Fi 6E) 무선 / 블루투스 / HDMI / DP포트 / USB3.x 10Gbps / USB C타입 10Gbps / 시리얼포트 / DC / 미니PC / 1.25kg / 용도 : 사무/인강용,5.0,1,795000,https://img.danawa.com/new/noData/img/noImg_160.gif
삼성전자 데스크탑 Slim DM500SGA-AC38B,i3-14100 / UHD 그래픽스 730 / (인텔) H670 / 윈도우11 / 300W / 인텔 / 코어 14세대 / 코어i3 / 랩터레이크-R / DDR5 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 802.11ax(Wi-Fi 6) 무선 / 블루투스 / HDMI / D-SUB / USB3.x 10Gbps / USB C타입 5Gbps / 파워서플라이 / 슬림 / 5.18kg / 용도 : 사무/인강용,5.0,3,923600,https://img.danawa.com/new/noData/img/noImg_160.gif
레노버 LOQ 17IRB8-CI7SV GTX1650 Win11Pro,i7-13700 / GTX 1650 / (인텔) B760 / 윈도우11 프로 / 500W / 인텔 / 코어 13세대 / 코어i7 / 랩터레이크 / DDR4 / 8GB / M.2 / 2TB / NVIDIA / 1Gbps 유선 / 802.11ax(Wi-Fi 6) 무선 / 블루투스 / HDMI / DP포트 / USB3.x 10Gbps / USB3.x 5Gbps / USB C타입 5Gbps / 파워서플라이 / 미들타워 / 8.4kg / 용도 : 게임용 / 구성변경상품,0.0,0,1489570,https://img.danawa.com/new/noData/img/noImg_160.gif
삼성전자 데스크탑 Tower DM500TGZ-Zi7ADT Win11Pro,i7-14700 / UHD 그래픽스 770 / (인텔) H670 / 윈도우11 프로 / 500W / 인텔 / 코어 14세대 / 코어i7 / 랩터레이크-R / DDR5 / 8GB / M.2 / 1TB / INTEL / 1Gbps 유선 / 802.11ax(Wi-Fi 6) 무선 / 블루투스 / HDMI / D-SUB / USB3.x 10Gbps / USB C타입 5Gbps / 파워서플라이 / 미들타워 / 6.94kg / 용도 : 사무/인강용 / 구성변경상품,0.0,0,1267000,https://img.danawa.com/new/noData/img/noImg_160.gif
영웅컴퓨터 영웅 H게이밍 2560F 225F RTX5060,225F / RTX 5060 / (인텔) H810 / OS미포함 / 600W / 인텔 / 코어울트라 시리즈2 / 코어 울트라5 / 애로우레이크 / 인텔 AI Boost / 13TOPS / DDR5 / 16GB / M.2 / 500GB / NVIDIA / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,0.0,0,1049900,https://img.danawa.com/new/noData/img/noImg_160.gif
HP 파빌리온 TP01-5002KL Win11Pro,i7-14700 / UHD 그래픽스 770 / 윈도우11 프로 / 500W / 인텔 / 코어 14세대 / 코어i7 / 랩터레이크-R / DDR4 / 16GB / M.2 / 512GB / INTEL / 5.1채널 / 1Gbps 유선 / 802.11ac(Wi-Fi 5) 무선 / 블루투스 / HDMI / USB3.x 10Gbps / USB3.x 5Gbps / USB C타입 5Gbps / 파워서플라이 / 미니타워 / 5.96kg / 용도 : 사무/인강용 / 구성변경상품,0.0,0,1020890,https://img.danawa.com/new/noData/img/noImg_160.gif
주연테크 긱스타 GAMING 98X58-B,9800X3D / RTX 5080 / (AMD) B850 / OS미포함 / 1000W / AMD / 라이젠 9000시리즈 / 라이젠7 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / 수랭쿨러 / LED쿨러 / 용도 : 게임용,4.8,11,3344000,https://img.danawa.com/new/noData/img/noImg_160.gif
영웅컴퓨터 영웅 게이밍울트라 7556T R5 7500F RTX5060Ti,7500F / RTX 5060 Ti / (AMD) A620 / OS미포함 / 750W / AMD / 라이젠 7000시리즈 / 라이젠5 / 라파엘 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,0.0,0,1174940,https://img.danawa.com/new/noData/img/noImg_160.gif
주연테크 긱스타 GAMING 44F56T2,i5-14400F / RTX 5060 Ti / (인텔) H610 / OS미포함 / 700W / 인텔 / 코어 14세대 / 코어i5 / 랩터레이크-R / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,5.0,1,1250850,https://img.danawa.com/new/noData/img/noImg_160.gif
다나와표준PC 게임용 250509,5600 / RX 6600 / (AMD) B450 / OS미포함 / 700W / AMD / 라이젠 5000시리즈 / 라이젠5 / 버미어 / DDR4 / 16GB / SSD / 240GB / AMD / 그래픽 메모리 : 8GB / 1Gbps 유선 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,5.0,2,717550,https://img.danawa.com/new/noData/img/noImg_160.gif
주연테크 긱스타 55GT02,5500GT / 그래픽스 7 / (AMD) A520 / OS미포함 / 500W / AMD / 라이젠 5000시리즈 / 라이젠5 / 세잔 / DDR4 / 16GB / M.2 / 512GB / AMD / 1Gbps 유선 / 파워서플라이 / 미들타워 / 용도 : 사무/인강용,4.7,58,352890,https://img.danawa.com/new/noData/img/noImg_160.gif
