"id","category","prod_name","spec_list","review_score","review_count","lowest_price","prod_img","created_at"
574,desktop,한성컴퓨터 슈컴 SF4 A5G,"8600G / 760M / (AMD) A620 / OS미포함 / 500W / AMD / 라이젠 8000시리즈 / 라이젠5 / 피닉스 / AMD 라이젠 AI / 16TOPS / DDR5 / 16GB / M.2 / 512GB / AMD / 1Gbps 유선 / 파워서플라이 / 미니타워 / 용도 : 사무/인강용",5.0,4,548990,https://img.danawa.com/prod_img/500000/049/513/img/67513049_1.jpg?shrink=130:130&_v=20250321112547,2025-09-15 10:41:26.161
575,desktop,영웅컴퓨터 영웅 H게이밍 2550F 225F RTX5050,"225F / RTX 5050 / (인텔) H810 / OS미포함 / 600W / 인텔 / 코어울트라 시리즈2 / 코어 울트라5 / 애로우레이크 / 인텔 AI Boost / 13TOPS / DDR5 / 16GB / M.2 / 512GB / NVIDIA / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",0.0,0,919900,https://img.danawa.com/prod_img/500000/178/027/img/94027178_1.jpg?shrink=130:130&_v=20250714135044,2025-09-15 10:41:26.161
576,desktop,주연테크 긱스타 GAMING 75F56T2,"7500F / RTX 5060 Ti / (AMD) B650 / OS미포함 / 700W / AMD / 라이젠 7000시리즈 / 라이젠5 / 라파엘 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",5.0,19,1264330,https://img.danawa.com/prod_img/500000/728/100/img/86100728_1.jpg?shrink=130:130&_v=20250915101636,2025-09-15 10:41:26.161
577,desktop,영웅컴퓨터 영웅 게이밍ZE 006,i5-12400F / RTX 3050 / (인텔) H610 / OS미포함 / 600W / 인텔 / 코어 12세대 / 코어i5 / 엘더레이크 / DDR4 / 16GB / M.2 / 256GB / NVIDIA / 그래픽 메모리 : 6GB / 1Gbps 유선 / HDMI / DP포트 / DVI / 파워서플라이 / 미들타워 / LED쿨러 / 용도 : 게임용,4.9,35,636450,https://img.danawa.com/prod_img/500000/624/132/img/17132624_1.jpg?shrink=130:130&_v=20241106155848,2025-09-15 10:41:26.161
578,desktop,다나와표준PC 게임용 250612,i3-14100F / RTX 3050 / (인텔) H610 / OS미포함 / 750W / 인텔 / 코어 14세대 / 코어i3 / 랩터레이크-R / DDR5 / 16GB / M.2 / 500GB / NVIDIA / 그래픽 메모리 : 6GB / 1Gbps 유선 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,0.0,0,790680,https://img.danawa.com/prod_img/500000/431/767/img/91767431_1.jpg?shrink=130:130&_v=20250801090226,2025-09-15 10:41:26.161
579,desktop,다나와표준PC 게임용 231015,"7500F / RTX 4060 / (AMD) A620 / OS미포함 / 600W / AMD / 라이젠 7000시리즈 / 라이젠5 / 라파엘 / DDR5 / 16GB / M.2 / 500GB / NVIDIA / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 용도 : 게임용",4.9,15,1012940,https://img.danawa.com/prod_img/500000/114/499/img/28499114_1.jpg?shrink=130:130&_v=20240205082754,2025-09-15 10:41:26.161
580,desktop,바이퍼테크 VIP KIO J1900,J1900 (2.0GHz) / HD 그래픽스 / OS미포함 / 인텔 / 셀러론 / 셀러론 / 베이트레일 / DDR3L / 4GB / mSATA / 128GB / INTEL / 1Gbps 유선 / HDMI / D-SUB / USB3.x 5Gbps / 시리얼포트 / 베사홀 / DC / 미니PC / 용도 : 사무/인강용,5.0,1,364990,https://img.danawa.com/prod_img/500000/281/418/img/9418281_1.jpg?shrink=130:130&_v=20190903140101,2025-09-15 10:41:26.161
581,desktop,MSI MAG 인피니트 E1 14NUC i5 RTX5060,i5-14400F / RTX 5060 / (인텔) H610 / OS미포함 / 500W / 인텔 / 코어 14세대 / 코어i5 / 랩터레이크-R / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 8GB / 7.1채널 / 1Gbps 유선 / 802.11ax(Wi-Fi 6E) 무선 / 블루투스 / HDMI / DP포트 / USB3.x 5Gbps / USB C타입 5Gbps / 파워서플라이 / 미들타워 / 7.59kg / 용도 : 게임용 / Mystic Light,0.0,0,1323300,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
582,desktop,다나와표준PC 게임용 250910,"7500F / RX 9060 XT / (AMD) B650 / OS미포함 / 750W / AMD / 라이젠 7000시리즈 / 라이젠5 / 라파엘 / DDR5 / 16GB / M.2 / 1TB / AMD / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",0.0,0,1356820,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
583,desktop,주연테크 긱스타 GAMING 98X97XT,"9800X3D / RX 9070 XT / (AMD) B850 / OS미포함 / 1000W / AMD / 라이젠 9000시리즈 / 라이젠7 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / AMD / 그래픽 메모리 : 16GB / 2.5Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",5.0,7,2333790,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
584,desktop,다나와표준PC 게임용 250909,"7500F / RTX 5050 / (AMD) B650 / OS미포함 / 700W / AMD / 라이젠 7000시리즈 / 라이젠5 / 라파엘 / DDR5 / 16GB / M.2 / 512GB / NVIDIA / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",0.0,0,1061800,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
585,desktop,다나와표준PC 게임용 250818,"7800X3D / RX 9070 XT / (AMD) B850 / OS미포함 / 850W / AMD / 라이젠 7000시리즈 / 라이젠7 / 라파엘 / DDR5 / 16GB / M.2 / 1TB / AMD / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 빅타워 / 어항형 / LED쿨러 / 용도 : 게임용",0.0,0,2374350,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
587,desktop,영웅컴퓨터 영웅 게이밍울트라 7556G,"7500F / RTX 5060 / (AMD) A620 / OS미포함 / 600W / AMD / 라이젠 7000시리즈 / 라이젠5 / 라파엘 / DDR5 / 16GB / M.2 / 500GB / NVIDIA / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",5.0,2,958770,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
588,desktop,다나와표준PC 전문가용 250825,"265K / RTX 5080 / (인텔) B860 / OS미포함 / 850W / 인텔 / 코어울트라 시리즈2 / 코어 울트라7 / 애로우레이크 / 인텔 AI Boost / 13TOPS / DDR5 / 16GB / M.2 / 512GB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / 파워서플라이 / 미들타워 / 어항형 / 수랭쿨러 / LED쿨러 / 용도 : 게임용",0.0,0,3768480,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
589,desktop,주연테크 굿워크 D1v12400 블랙,i5-12400 / UHD 730 / (인텔) H610 / OS미포함 / 500W / 인텔 / 코어 12세대 / 코어i5 / 엘더레이크 / DDR4 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 파워서플라이 / 미니타워 / 용도 : 사무/인강용,4.5,14,519000,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
590,desktop,한성컴퓨터 슈컴 PRO A9756T 16G,"9700X / RTX 5060 Ti / (AMD) B650 / OS미포함 / 700W / AMD / 라이젠 9000시리즈 / 라이젠7 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",0.0,0,1587390,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
591,desktop,영웅컴퓨터 영웅 H게이밍 4757 i7-14700F RTX5070,i7-14700F / RTX 5070 / (인텔) B760 / OS미포함 / 700W / 인텔 / 코어 14세대 / 코어i7 / 랩터레이크-R / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 12GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,0.0,0,1737820,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
592,desktop,주연테크 긱스타 GAMING 96X57Z,"9600X / RTX 5070 / (AMD) B650 / OS미포함 / 800W / AMD / 라이젠 9000시리즈 / 라이젠5 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 12GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",4.4,7,1678280,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
593,desktop,주연테크 굿워크 D1v12100 블랙,i3-12100 / UHD 730 / (인텔) H610 / OS미포함 / 300W / 인텔 / 코어 12세대 / 코어i3 / 엘더레이크 / DDR4 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 파워서플라이 / 미니타워 / 용도 : 사무/인강용,4.4,7,439000,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
594,desktop,타무즈 QN10 M.2,N100 (1.0GHz) / UHD 그래픽스 / OS미포함 / 인텔 / N-시리즈 / 엘더레이크-N / DDR5 / 8GB / M.2 / 256GB / INTEL / 2.5Gbps 유선 / 802.11ac(Wi-Fi 5) 무선 / 블루투스 / 듀얼랜 / HDMI / USB3.x 5Gbps / USB C타입 10Gbps / DC / 미니PC / 345g / 용도 : 사무/인강용 / TF Card Slot / 캔싱턴락 Slot,0.0,0,265770,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
595,desktop,ASRock DeskMini X300 5600G 120W M.2 대원씨티에스,"5600G / 그래픽스 7 / (AMD) X300 / OS미포함 / AMD / 라이젠 5000시리즈 / 라이젠5 / 세잔 / DDR4 / 8GB / M.2 / 128GB / AMD / 1Gbps 유선 / HDMI / DP포트 / D-SUB / USB3.x 5Gbps / USB C타입 5Gbps / 베사홀 / DC / 미니PC / 용도 : 사무/인강용",0.0,0,429000,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
596,desktop,한성컴퓨터 슈컴 PRO A9696X B,"9600X / RX 9060 XT / (AMD) B650 / OS미포함 / 600W / AMD / 라이젠 9000시리즈 / 라이젠5 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / AMD / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",0.0,0,1197700,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
597,desktop,한성컴퓨터 슈컴 PRO A9857TB,"9800X3D / RTX 5070 Ti / (AMD) B850 / OS미포함 / 850W / AMD / 라이젠 9000시리즈 / 라이젠7 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",5.0,3,2573000,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
598,desktop,포유컴퓨터 퍼포먼스PC 30 R7 7800X3D RTX5070,"7800X3D / RTX 5070 / (AMD) B850 / OS미포함 / 800W / AMD / 라이젠 7000시리즈 / 라이젠7 / 라파엘 / DDR5 / 16GB / M.2 / 500GB / NVIDIA / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / LED쿨러 / 용도 : 게임용",4.6,3,1787630,https://img.danawa.com/prod_img/500000/176/314/img/19314176_1.jpg?shrink=130:130&_v=20250526160941,2025-09-15 10:41:26.161
599,desktop,MSI MPG 인피니트 Z3 9900X RTX 5080 AI 게이밍,"9900X / RTX 5080 / (AMD) B850 / OS미포함 / 850W / AMD / 라이젠 9000시리즈 / 라이젠9 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 7.1채널 / 5Gbps 유선 / 802.11ax(Wi-Fi 6E) 무선 / 블루투스 / HDMI / USB3.x 10Gbps / USB3.x 5Gbps / USB C타입 10Gbps / USB C타입 5Gbps / 파워서플라이 / 미들타워 / LED쿨러 / 4kg ~ 7kg / 용도 : 게임용",0.0,0,3948870,https://img.danawa.com/prod_img/500000/657/520/img/94520657_1.jpg?shrink=130:130&_v=20250814143553,2025-09-15 10:41:26.161
600,desktop,포유컴퓨터 퍼포먼스PC 41 5500GT,"5500GT / 그래픽스 7 / (AMD) A520 / OS미포함 / 500W / AMD / 라이젠 5000시리즈 / 라이젠5 / 세잔 / DDR4 / 8GB / M.2 / 500GB / AMD / 1Gbps 유선 / 파워서플라이 / 미들타워 / 용도 : 사무/인강용",0.0,0,342300,https://img.danawa.com/prod_img/500000/478/997/img/45997478_1.jpg?shrink=130:130&_v=20241031110209,2025-09-15 10:41:26.161
601,desktop,주연테크 굿워크 D2v12100,i3-12100 / UHD 730 / (인텔) H610 / OS미포함 / 500W / 인텔 / 코어 12세대 / 코어i3 / 엘더레이크 / DDR4 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 파워서플라이 / 미들타워 / 용도 : 사무/인강용,0.0,0,459000,https://img.danawa.com/prod_img/500000/100/657/img/31657100_1.jpg?shrink=130:130&_v=20231229112419,2025-09-15 10:41:26.161
602,desktop,주연테크 긱스타 GAMING 96X56T2,"9600X / RTX 5060 Ti / (AMD) B650 / OS미포함 / 700W / AMD / 라이젠 9000시리즈 / 라이젠5 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",5.0,2,1421460,https://img.danawa.com/prod_img/500000/473/100/img/86100473_1.jpg?shrink=130:130&_v=20250915101648,2025-09-15 10:41:26.161
603,desktop,영웅컴퓨터 영웅 울트라게이밍 U7265 265KF RTX5070Ti,"265KF / RTX 5070 Ti / (인텔) B860 / OS미포함 / 800W / 인텔 / 코어울트라 시리즈2 / 코어 울트라7 / 애로우레이크 / 인텔 AI Boost / 13TOPS / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / 수랭쿨러 / 용도 : 게임용",5.0,2,2391020,https://img.danawa.com/prod_img/500000/382/333/img/70333382_1.jpg?shrink=130:130&_v=20250625083645,2025-09-15 10:41:26.161
604,desktop,주연테크 굿워크 D2v12400,i5-12400 / UHD 730 / (인텔) H610 / OS미포함 / 500W / 인텔 / 코어 12세대 / 코어i5 / 엘더레이크 / DDR4 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 파워서플라이 / 미들타워 / 용도 : 사무/인강용,0.0,0,489000,https://img.danawa.com/prod_img/500000/948/679/img/31679948_1.jpg?shrink=130:130&_v=20240102083801,2025-09-15 10:41:26.161
605,desktop,한성컴퓨터 슈컴 Expert A9858A,"9800X3D / RTX 5080 / (AMD) B850 / OS미포함 / 850W / AMD / 라이젠 9000시리즈 / 라이젠7 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",0.0,0,3228990,https://img.danawa.com/prod_img/500000/060/522/img/95522060_1.jpg?shrink=130:130&_v=20250808130600,2025-09-15 10:41:26.161
606,desktop,주연테크 굿워크 D1v55G 블랙,"5500GT / 그래픽스 7 / (AMD) B450 / OS미포함 / 500W / AMD / 라이젠 5000시리즈 / 라이젠5 / 세잔 / DDR4 / 8GB / M.2 / 256GB / AMD / 1Gbps 유선 / 파워서플라이 / 미들타워 / 용도 : 사무/인강용",5.0,1,396460,https://img.danawa.com/prod_img/500000/732/025/img/58025732_1.jpg?shrink=130:130&_v=20240625131454,2025-09-15 10:41:26.161
607,desktop,다나와표준PC 게임용 250520,"265F / RTX 5070 / (인텔) B860 / OS미포함 / 850W / 인텔 / 코어울트라 시리즈2 / 코어 울트라7 / 애로우레이크 / 인텔 AI Boost / 13TOPS / DDR5 / 16GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 12GB / 1Gbps 유선 / 파워서플라이 / 미들타워 / 수랭쿨러 / LED쿨러 / 용도 : 게임용",5.0,1,2104580,https://img.danawa.com/prod_img/500000/328/863/img/89863328_1.jpg?shrink=130:130&_v=20250701081948,2025-09-15 10:41:26.161
608,desktop,영웅컴퓨터 영웅 게이밍울트라 7856T R7 7800X3D RTX5060Ti,"7800X3D / RTX 5060 Ti / (AMD) A620 / OS미포함 / 750W / AMD / 라이젠 7000시리즈 / 라이젠7 / 라파엘 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 8GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",0.0,0,1492120,https://img.danawa.com/prod_img/500000/544/042/img/91042544_1.jpg?shrink=130:130&_v=20250704124534,2025-09-15 10:41:26.161
609,desktop,한성컴퓨터 슈컴 SF3 A5G,"5500GT / 그래픽스 7 / (AMD) A520 / OS미포함 / 500W / AMD / 라이젠 5000시리즈 / 라이젠5 / 세잔 / DDR4 / 16GB / M.2 / 256GB / AMD / 1Gbps 유선 / 파워서플라이 / 미니타워 / 용도 : 사무/인강용",4.8,5,348990,https://img.danawa.com/prod_img/500000/100/508/img/66508100_1.jpg?shrink=130:130&_v=20250611130058,2025-09-15 10:41:26.161
610,desktop,한성컴퓨터 슈컴 PRO A9657T,"9600X / RTX 5070 Ti / (AMD) B650 / OS미포함 / 850W / AMD / 라이젠 9000시리즈 / 라이젠5 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",4.6,3,2078990,https://img.danawa.com/prod_img/500000/250/425/img/95425250_1.jpg?shrink=130:130&_v=20250807162525,2025-09-15 10:41:26.161
611,desktop,주연테크 긱스타 GAMING 75F57Z,"7500F / RTX 5070 / (AMD) B650 / OS미포함 / 800W / AMD / 라이젠 7000시리즈 / 라이젠5 / 라파엘 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 12GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",5.0,13,1504980,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
612,desktop,주연테크 굿워크 D1v12400 화이트,i5-12400 / UHD 730 / (인텔) H610 / OS미포함 / 500W / 인텔 / 코어 12세대 / 코어i5 / 엘더레이크 / DDR4 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 파워서플라이 / 미니타워 / 용도 : 사무/인강용,4.6,3,469000,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
613,desktop,다나와표준PC 게임용 250519,"9800X3D / RTX 5070 / (AMD) B850 / OS미포함 / 850W / AMD / 라이젠 9000시리즈 / 라이젠7 / 그래니트 릿지 / DDR5 / 16GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 12GB / 1Gbps 유선 / 파워서플라이 / 미들타워 / 어항형 / 수랭쿨러 / LED쿨러 / 용도 : 게임용",0.0,0,2602690,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
614,desktop,다나와표준PC 게임용 250512,i3-14100F / RTX 3050 / (인텔) H610 / OS미포함 / 800W / 인텔 / 코어 14세대 / 코어i3 / 랩터레이크-R / DDR5 / 16GB / M.2 / 512GB / NVIDIA / 그래픽 메모리 : 6GB / 1Gbps 유선 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,0.0,0,831230,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
615,desktop,한성컴퓨터 슈컴 Master A9559,"9950X3D / RTX 5090 / (AMD) X870E / OS미포함 / 1100W / AMD / 라이젠 9000시리즈 / 라이젠9 / 그래니트 릿지 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 32GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 빅타워 / LED쿨러 / 용도 : 게임용",0.0,0,7358990,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
616,desktop,한성컴퓨터 슈컴 PRO A7856T 16G,"7800X3D / RTX 5060 Ti / (AMD) B650 / OS미포함 / 700W / AMD / 라이젠 7000시리즈 / 라이젠7 / 라파엘 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",0.0,0,1705110,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
617,desktop,한성컴퓨터 슈컴 PRO A7897S,"7800X3D / RTX 5070 / (AMD) B650 / OS미포함 / 850W / AMD / 라이젠 7000시리즈 / 라이젠7 / 라파엘 / DDR5 / 32GB / M.2 / 1TB / AMD / 그래픽 메모리 : 12GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",4.4,7,1998520,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
618,desktop,다나와표준PC 전문가용 250727,"285K / RTX 5080 / (인텔) Z890 / OS미포함 / 1000W / 인텔 / 코어울트라 시리즈2 / 코어 울트라9 / 애로우레이크 / 인텔 AI Boost / 13TOPS / DDR5 / 16GB / HDD:4TB / M.2 / 512GB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / 파워서플라이 / 미들타워 / 어항형 / 수랭쿨러 / LED쿨러 / 용도 : 게임용",0.0,0,4426120,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
619,desktop,STCOM STAI-V71,i5-14400F / RX 7600 / (인텔) H610 / OS미포함 / 600W / 인텔 / 코어 14세대 / 코어i5 / 랩터레이크-R / DDR4 / 16GB / M.2 / 512GB / AMD / 1Gbps 유선 / 파워서플라이 / 미들타워 / 용도 : 게임용,0.0,0,845230,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
620,desktop,주연테크 굿워크 D1v12100 화이트,i3-12100 / UHD 730 / (인텔) H610 / OS미포함 / 300W / 인텔 / 코어 12세대 / 코어i3 / 엘더레이크 / DDR4 / 8GB / M.2 / 256GB / INTEL / 1Gbps 유선 / 파워서플라이 / 미니타워 / 용도 : 사무/인강용,4.3,6,439000,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
621,desktop,한성컴퓨터 슈컴 PRO A7556T 16G,"7500F / RTX 5060 Ti / (AMD) B650 / OS미포함 / 700W / AMD / 라이젠 7000시리즈 / 라이젠5 / 라파엘 / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 16GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용",4.5,2,1335730,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
121,monitor,알파스캔 AOC 27B36 보더리스 IPS 100 시력보호 무결점,"68.6cm(27인치) / 1920 x 1080(FHD) / 100Hz / AH-IPS / 와이드(16:9) / 평면 / 1ms(MPRT) / 300cd / 1,500:1 / 틸트(상하) / 베사홀 : 100 x 100mm / 3.4kg / [색상영역] sRGB : 104% / Adobe RGB : 89% / DCI-P3 : 83% / NTSC : 91% / [게임특화] 조준선 표시 / 블랙 이퀄라이저 / Adaptive Sync / FreeSync / [단자정보] HDMI / D-SUB",4.8,33,153520,https://img.danawa.com/prod_img/500000/194/300/img/72300194_1.jpg?shrink=130:130&_v=20250423163056,2025-09-15 08:35:38.789
125,monitor,크로스오버 279QA9 Fast-iPS 180 WQHD 게이밍 무결점,"68.6cm(27인치) / 2560 x 1440(QHD) / 180Hz / Fast IPS / 와이드(16:9) / 평면 / 1ms(OD) / 400cd / 1,000:1 / 스피커 / 헤드폰 아웃 / 틸트(상하) / 베사홀 : 75 x 75mm / 4.74kg / [색상영역] sRGB : 147% / Adobe RGB : 101% / DCI-P3 : 104% / [게임특화] 조준선 표시 / 블랙 이퀄라이저 / Adaptive Sync / G-Sync 호환 / FreeSync / [단자정보] HDMI 2.0 / DP 1.4",4.7,135,219120,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 08:35:38.789
128,monitor,LG전자 27MR400,"68.6cm(27인치) / 1920 x 1080(FHD) / 100Hz / IPS / 와이드(16:9) / 평면 / 5ms(GTG) / 250cd / 1,300:1 / 헤드폰 아웃 / 틸트(상하) / 베사홀 : 100 x 100mm / 3.9kg / [색상영역] sRGB : 99% / [게임특화] 인풋랙 제어 / 블랙 이퀄라이저 / FreeSync / [단자정보] HDMI / D-SUB",4.8,1045,165000,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 08:35:38.789
143,monitor,알파스캔 AOC U32V11 4K UHD 프리싱크 HDR 시력보호 무결점,"80cm(32인치) / 3840 x 2160(4K UHD) / 60Hz / VA / 와이드(16:9) / 평면 / 4ms(GTG) / 300cd / 3,500:1 / HDR10 / 헤드폰 아웃 / 틸트(상하) / 베사홀 : 100 x 100mm / 5.26kg / [색상영역] 10bit (8bit + FRC) / sRGB : 125% / Adobe RGB : 110% / DCI-P3 : 102% / NTSC : 112% / [게임특화] 조준선 표시 / 인풋랙 제어 / 블랙 이퀄라이저 / Adaptive Sync / FreeSync / [단자정보] HDMI 2.0 / DP 1.4",0.0,0,359000,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 08:35:38.789
147,monitor,BenQ GW2791 아이케어 무결점,"69cm(27인치) / 1920 x 1080(FHD) / 100Hz / IPS / 와이드(16:9) / 평면 / 5ms(GTG) / 250cd / 1,300:1 / 틸트(상하) / 베사홀 : 100 x 100mm / 4.1kg / [색상영역] sRGB : 99% / [단자정보] HDMI / DP",5.0,8,153980,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 08:35:38.789
627,desktop,영웅컴퓨터 영웅 H게이밍 4457 i5-14400F RTX5070,i5-14400F / RTX 5070 / (인텔) B760 / OS미포함 / 700W / 인텔 / 코어 14세대 / 코어i5 / 랩터레이크-R / DDR5 / 32GB / M.2 / 1TB / NVIDIA / 그래픽 메모리 : 12GB / 1Gbps 유선 / HDMI / DP포트 / 파워서플라이 / 미들타워 / 어항형 / LED쿨러 / 용도 : 게임용,5.0,3,1441790,https://img.danawa.com/new/noData/img/noImg_160.gif,2025-09-15 10:41:26.161
